student_id,weakness_1,weakness_2,weakness_3,strength_1,strength_2,strength_3,actual_score,predicted_score
21,legal_skills_composite (-2.27),labor_law_composite (-0.23),droit_avg_grade (-0.12),company_law (+0.53),droit_grade_t2 (+0.20),study_hours (+0.20),12.7,11.913200310559004
22,legal_reasoning (-0.22),company_law (-0.14),practice_intensity (-0.14),droit_grade_t3 (+0.20),legal_skills_composite (+0.19),droit_grade_t1 (+0.05),14.9,13.545835345976684
23,study_quality (-0.14),legal_reasoning (-0.06),labor_law_individual (-0.05),droit_avg_grade (+1.07),company_law (+0.66),legal_skills_composite (+0.54),16.9,16.456471709854384
24,droit_avg_grade (-0.37),company_law (-0.27),labor_law_individual (-0.19),legal_skills_composite (+0.33),practice_intensity (+0.09),public_finance (+0.07),13.3,13.047677685870726
25,definition_recall (-0.09),labor_law_individual (-0.08),practice_intensity (-0.06),legal_skills_composite (+0.52),company_law (+0.51),droit_avg_grade (+0.26),13.1,15.139190259464224
26,droit_avg_grade (-0.39),labor_law_composite (-0.30),company_law (-0.19),practice_intensity (+0.11),qualification (+0.09),definition_recall (+0.06),12.1,12.784266238639393
27,labor_law_individual (-0.36),droit_avg_grade (-0.30),company_law (-0.28),legal_skills_composite (+0.40),definition_recall (+0.18),study_quality (+0.08),13.4,13.432973489197087
28,legal_skills_composite (-0.49),droit_avg_grade (-0.30),droit_grade_t3 (-0.15),company_law (+0.52),definition_recall (+0.14),consistency (+0.07),14.0,13.533148110402141
29,legal_skills_composite (-3.28),droit_avg_grade (-0.35),labor_law_individual (-0.29),droit_grade_t3 (+0.16),droit_grade_t2 (+0.11),public_finance (+0.08),6.6,8.804000000000004
30,droit_avg_grade (-0.42),droit_grade_t1 (-0.12),droit_grade_t2 (-0.07),labor_law_individual (+0.52),legal_skills_composite (+0.42),labor_law_composite (+0.29),15.8,14.726558642185045
31,legal_skills_composite (-0.81),company_law (-0.26),legal_reasoning (-0.14),droit_avg_grade (+0.75),droit_grade_t3 (+0.27),labor_law_individual (+0.20),13.6,14.3045134121687
32,droit_avg_grade (-0.36),company_law (-0.34),labor_law_composite (-0.22),legal_skills_composite (+0.46),legal_reasoning (+0.12),public_finance (+0.09),13.5,12.757954668654246
33,company_law (-0.20),definition_recall (-0.05),bac_exams_practiced (-0.03),legal_skills_composite (+2.45),droit_avg_grade (+1.04),public_finance (+0.20),19.3,17.578760344827593
34,company_law (-0.20),labor_law_individual (-0.10),study_hours (-0.06),legal_skills_composite (+0.46),droit_grade_t2 (+0.20),droit_grade_t1 (+0.06),15.2,14.087767613754842
35,company_law (-0.13),public_finance (-0.06),study_quality (-0.03),legal_skills_composite (+2.31),labor_law_individual (+0.64),definition_recall (+0.11),17.2,17.213635020152264
36,legal_skills_composite (-0.71),labor_law_individual (-0.39),droit_avg_grade (-0.37),company_law (+0.17),qualification (+0.10),study_hours (+0.03),11.7,11.374477627927622
37,labor_law_individual (-0.17),justification (-0.07),labor_law_composite (-0.06),droit_avg_grade (+0.98),company_law (+0.54),droit_grade_t3 (+0.19),15.7,15.309065051434821
38,legal_skills_composite (-0.55),labor_law_individual (-0.13),qualification (-0.07),company_law (+0.14),study_hours (+0.06),droit_grade_t1 (+0.06),14.6,13.356563189400438
39,study_quality (-0.03),droit_avg_grade (-0.02),consistency (-0.02),legal_skills_composite (+2.13),labor_law_individual (+0.79),labor_law_composite (+0.37),18.9,18.069041666666656
40,labor_law_individual (-0.10),droit_avg_grade (-0.05),droit_grade_t1 (-0.02),legal_skills_composite (+2.09),practice_intensity (+0.17),droit_grade_t2 (+0.13),18.4,16.515263596508166
41,legal_skills_composite (-0.71),labor_law_individual (-0.44),labor_law_composite (-0.20),droit_grade_t2 (+0.17),droit_grade_t3 (+0.14),practice_intensity (+0.10),14.2,12.838973887103496
42,legal_skills_composite (-2.25),labor_law_individual (-0.28),labor_law_composite (-0.27),company_law (+0.15),droit_grade_t2 (+0.12),study_hours (+0.12),10.1,11.116361111111114
43,reasoning_confidence (-0.08),public_finance (-0.07),exam_stress (-0.06),legal_skills_composite (+2.52),droit_avg_grade (+1.12),labor_law_individual (+0.30),19.4,18.78973333333334
44,legal_skills_composite (-0.41),droit_avg_grade (-0.40),company_law (-0.26),labor_law_individual (+0.15),qualification (+0.12),labor_law_composite (+0.07),11.0,12.29990644122217
45,labor_law_individual (-0.18),droit_avg_grade (-0.16),practice_intensity (-0.07),legal_skills_composite (+1.66),public_finance (+0.28),definition_recall (+0.18),17.1,15.365781830669333
46,droit_avg_grade (-0.45),company_law (-0.30),droit_grade_t3 (-0.14),labor_law_individual (+0.76),legal_skills_composite (+0.62),practice_intensity (+0.10),14.4,14.397827212416065
47,droit_avg_grade (-0.31),study_hours (-0.06),law_anxiety (-0.04),legal_skills_composite (+2.06),labor_law_individual (+0.63),company_law (+0.30),18.1,16.81714826839827
48,legal_skills_composite (-0.78),company_law (-0.34),practice_intensity (-0.20),droit_avg_grade (+0.71),droit_grade_t3 (+0.23),labor_law_composite (+0.18),14.7,13.566047360972357
49,study_quality (-0.12),labor_law_collective (-0.06),reasoning_confidence (-0.04),legal_skills_composite (+2.51),droit_avg_grade (+0.93),labor_law_individual (+0.35),19.3,18.183466666666668
50,company_law (-0.29),labor_law_individual (-0.21),practice_intensity (-0.05),legal_skills_composite (+0.23),public_finance (+0.07),legal_reasoning (+0.07),15.3,13.628255703658454
51,company_law (-0.33),droit_avg_grade (-0.25),practice_intensity (-0.13),legal_skills_composite (+0.30),legal_reasoning (+0.15),labor_law_composite (+0.09),13.8,13.76872839148197
52,legal_skills_composite (-3.58),droit_avg_grade (-0.34),droit_grade_t2 (-0.28),labor_law_individual (+0.39),labor_law_composite (+0.25),definition_recall (+0.16),10.5,9.634335876404299
53,legal_skills_composite (-2.49),droit_avg_grade (-0.23),qualification (-0.12),labor_law_individual (+0.35),labor_law_composite (+0.28),company_law (+0.15),14.3,11.858819235588964
54,droit_avg_grade (-0.18),labor_law_individual (-0.06),study_hours (-0.04),legal_skills_composite (+1.87),company_law (+0.26),definition_recall (+0.18),18.9,16.41118636115975
55,droit_avg_grade (-0.43),company_law (-0.27),droit_grade_t3 (-0.21),practice_intensity (+0.10),public_finance (+0.05),study_quality (+0.04),12.7,12.538519395316008
56,labor_law_individual (-0.31),labor_law_composite (-0.06),definition_recall (-0.06),legal_skills_composite (+0.53),company_law (+0.47),droit_grade_t2 (+0.15),15.1,14.90483638768069
57,qualification (-0.08),imbalance_score (-0.03),justification (-0.03),droit_avg_grade (+0.94),company_law (+0.62),labor_law_individual (+0.42),18.1,16.903909720088752
58,practice_intensity (-0.13),company_law (-0.09),case_exercises (-0.06),legal_skills_composite (+2.41),labor_law_individual (+0.77),labor_law_composite (+0.26),17.4,17.737799999999993
59,droit_avg_grade (-0.39),labor_law_composite (-0.23),company_law (-0.22),legal_skills_composite (+0.27),public_finance (+0.07),practice_intensity (+0.07),12.5,13.188201737612342
60,droit_avg_grade (-0.41),labor_law_individual (-0.34),legal_reasoning (-0.23),legal_skills_composite (+0.24),practice_intensity (+0.09),bac_exams_practiced (+0.06),14.4,12.949208186046683
61,company_law (-0.28),definition_recall (-0.10),public_finance (-0.07),labor_law_individual (+0.62),legal_skills_composite (+0.56),droit_avg_grade (+0.34),15.3,15.848112206335404
62,legal_skills_composite (-2.90),droit_avg_grade (-0.46),company_law (-0.38),public_finance (+0.52),study_hours (+0.24),labor_law_collective (+0.03),6.8,9.308670238095244
63,labor_law_individual (-0.16),practice_intensity (-0.16),droit_avg_grade (-0.12),legal_skills_composite (+1.78),company_law (+0.26),droit_grade_t2 (+0.13),14.1,15.440741322948389
64,legal_skills_composite (-0.77),labor_law_individual (-0.43),practice_intensity (-0.24),public_finance (+0.11),qualification (+0.05),imbalance_score (+0.03),13.5,11.391790567353064
65,droit_avg_grade (-0.19),droit_grade_t1 (-0.10),company_law (-0.09),legal_skills_composite (+0.41),definition_recall (+0.27),practice_intensity (+0.13),15.8,14.09129125101744
66,legal_reasoning (-0.04),bac_exams_practiced (-0.03),law_anxiety (-0.03),droit_avg_grade (+1.18),legal_skills_composite (+1.04),droit_grade_t1 (+0.38),17.1,17.23865830399898
67,legal_skills_composite (-3.64),droit_avg_grade (-0.46),labor_law_composite (-0.30),definition_recall (+0.21),droit_trend (+0.01),law_anxiety (+0.00),6.7,7.4206527777777795
68,legal_skills_composite (-1.66),company_law (-0.25),droit_avg_grade (-0.19),labor_law_individual (+0.23),labor_law_composite (+0.17),definition_recall (+0.13),12.9,11.923662638508835
69,legal_skills_composite (-1.66),droit_avg_grade (-0.16),company_law (-0.10),droit_grade_t2 (+0.11),legal_reasoning (+0.06),practice_intensity (+0.04),11.8,11.922339639563338
70,legal_skills_composite (-0.69),labor_law_individual (-0.36),droit_avg_grade (-0.28),practice_intensity (+0.11),case_exercises (+0.06),droit_grade_t1 (+0.05),10.8,11.60048127397964
71,company_law (-0.23),practice_intensity (-0.20),public_finance (-0.08),droit_grade_t3 (+0.13),definition_recall (+0.08),labor_law_individual (+0.08),13.4,13.56429224888752
72,droit_avg_grade (-0.51),droit_grade_t3 (-0.20),company_law (-0.17),legal_skills_composite (+0.32),study_quality (+0.08),labor_law_composite (+0.07),14.3,13.130933089139116
73,study_hours (-0.06),legal_reasoning (-0.05),study_quality (-0.04),legal_skills_composite (+2.37),labor_law_individual (+0.48),labor_law_composite (+0.24),18.0,17.504756410256405
74,legal_skills_composite (-0.45),company_law (-0.17),definition_recall (-0.10),labor_law_individual (+0.11),legal_reasoning (+0.11),labor_law_composite (+0.10),12.9,13.184189923050377
75,company_law (-0.23),droit_avg_grade (-0.17),droit_grade_t1 (-0.05),legal_skills_composite (+0.32),droit_trend (+0.06),practice_intensity (+0.06),14.8,13.716615022108261
76,droit_avg_grade (-0.46),labor_law_individual (-0.30),droit_grade_t1 (-0.13),legal_skills_composite (+0.61),company_law (+0.38),study_quality (+0.10),12.6,14.040495727768887
77,legal_skills_composite (-2.23),labor_law_individual (-0.34),public_finance (-0.15),droit_grade_t2 (+0.27),qualification (+0.14),practice_intensity (+0.12),11.3,11.667580555555553
78,labor_law_individual (-0.31),droit_avg_grade (-0.16),labor_law_composite (-0.07),company_law (+0.50),legal_skills_composite (+0.48),definition_recall (+0.11),14.8,14.394253595621745
79,labor_law_individual (-0.14),public_finance (-0.13),labor_law_composite (-0.10),droit_avg_grade (+0.94),legal_skills_composite (+0.91),company_law (+0.49),17.7,16.39838278943279
80,company_law (-0.25),practice_intensity (-0.22),study_quality (-0.17),legal_skills_composite (+0.33),droit_avg_grade (+0.21),droit_grade_t3 (+0.16),14.3,13.581706881564951
81,definition_recall (-0.13),company_law (-0.12),labor_law_individual (-0.08),legal_skills_composite (+0.42),droit_grade_t3 (+0.13),droit_grade_t1 (+0.05),12.8,14.19323337482814
82,droit_avg_grade (-0.29),labor_law_individual (-0.09),labor_law_composite (-0.04),company_law (+0.50),legal_skills_composite (+0.50),definition_recall (+0.07),14.6,14.581815768634169
83,droit_avg_grade (-0.44),company_law (-0.28),droit_grade_t1 (-0.09),legal_skills_composite (+0.37),practice_intensity (+0.07),public_finance (+0.07),13.8,13.119959559651296
84,droit_avg_grade (-0.56),labor_law_individual (-0.18),practice_intensity (-0.17),legal_skills_composite (+1.82),qualification (+0.09),company_law (+0.08),14.3,14.399134029940647
85,definition_recall (-0.07),imbalance_score (-0.04),justification (-0.03),legal_skills_composite (+0.40),labor_law_composite (+0.28),labor_law_individual (+0.21),16.3,15.266942294382586
86,droit_avg_grade (-0.29),company_law (-0.13),droit_grade_t1 (-0.11),legal_skills_composite (+0.72),legal_reasoning (+0.11),public_finance (+0.07),15.3,13.705006350943224
87,labor_law_individual (-0.40),legal_reasoning (-0.20),legal_skills_composite (-0.14),company_law (+0.48),study_quality (+0.07),study_hours (+0.06),13.0,13.59917135487617
88,legal_skills_composite (-0.50),company_law (-0.21),definition_recall (-0.08),labor_law_individual (+0.15),labor_law_composite (+0.09),droit_grade_t3 (+0.05),13.0,13.060686651292958
89,droit_avg_grade (-0.57),labor_law_individual (-0.16),labor_law_composite (-0.10),legal_skills_composite (+2.12),practice_intensity (+0.18),qualification (+0.10),15.0,15.06589179817815
90,legal_skills_composite (-2.78),droit_avg_grade (-0.67),droit_grade_t2 (-0.39),qualification (+0.33),study_hours (+0.18),droit_trend (+0.01),6.4,9.027891666666669
91,legal_skills_composite (-2.31),droit_avg_grade (-0.46),public_finance (-0.19),droit_grade_t2 (+0.20),labor_law_composite (+0.14),practice_intensity (+0.09),9.2,10.974632413419913
92,legal_reasoning (-0.22),droit_avg_grade (-0.18),practice_intensity (-0.17),company_law (+0.48),legal_skills_composite (+0.12),imbalance_score (+0.11),14.4,13.789961151828674
93,study_hours (-0.05),company_law (-0.04),definition_recall (-0.02),legal_skills_composite (+2.49),labor_law_individual (+0.74),labor_law_composite (+0.26),18.5,17.635431818181807
94,labor_law_individual (-0.10),practice_intensity (-0.09),legal_reasoning (-0.07),legal_skills_composite (+1.84),company_law (+0.28),droit_avg_grade (+0.23),16.4,16.048117604155106
95,legal_skills_composite (-0.55),droit_avg_grade (-0.29),company_law (-0.20),labor_law_individual (+0.14),public_finance (+0.12),labor_law_composite (+0.11),11.6,12.857579332626333
96,legal_skills_composite (-3.44),public_finance (-0.34),labor_law_individual (-0.30),droit_grade_t1 (+0.07),droit_grade_t2 (+0.06),case_exercises (+0.03),13.1,8.65851666666667
97,practice_intensity (-0.08),droit_avg_grade (-0.07),labor_law_individual (-0.06),legal_skills_composite (+0.38),legal_reasoning (+0.15),droit_grade_t2 (+0.11),13.2,14.322002747105039
98,droit_avg_grade (-0.47),company_law (-0.24),droit_grade_t3 (-0.21),labor_law_individual (+0.50),legal_skills_composite (+0.36),labor_law_composite (+0.09),13.0,13.451925353425827
99,company_law (-0.32),law_anxiety (-0.03),imbalance_score (-0.03),droit_avg_grade (+0.96),legal_skills_composite (+0.39),droit_grade_t2 (+0.18),17.3,15.758782823900098
